Solution,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA
293,0.134628,1,0.284735,0.126234,0.052998,1.027633,0.063225,0.074919,0.00564,0.005304,0.050401,3.680719,2.966519,2.345024,1.513213,0.124685,0.076366,0.027863,0.387991
294,0.070582,1,0.25513,0.125993,0.05908,0.973137,0.033184,0.059939,0.000445,0.045655,0.006242,0.530682,3.008933,1.186059,0.471817,0.076676,0.061701,0.085635,0.368721
295,0.085427,1,0.242309,0.085608,0.04414,0.992098,0.062624,0.048717,0.061867,0.060075,0.042611,1.409433,3.637129,2.71612,0.57479,0.11144,0.060831,0.030543,0.424639
296,0.124249,1,0.219939,0.107248,0.030292,0.97913,0.069277,0.065542,0.000129,0.058815,0.050567,0.974069,1.182304,3.080375,2.500492,0.122183,0.11631,0.063492,0.373605
297,0.101844,1,0.283104,0.113498,0.015712,0.952335,0.057974,0.080341,0.046944,0.081454,0.019386,3.319667,2.585682,3.086481,2.664015,0.137547,0.117978,0.047288,0.40482
298,0.141328,1,0.235661,0.095142,0.037044,1.019459,0.070544,0.001903,0.060246,0.081806,0.043045,3.40539,4.301362,0.842269,2.428954,0.065149,0.132326,0.027566,0.409437
299,0.134509,1,0.251193,0.075335,0.0287,0.981784,0.037978,0.038845,0.009581,0.075647,0.053714,1.682204,1.119982,2.217232,1.7884,0.101833,0.130197,0.043908,0.351548
300,0.125993,1,0.256782,0.131952,0.004138,0.98703,0.064499,0.062781,0.039807,0.017912,0.041069,4.099229,2.21024,0.29338,1.898517,0.125957,0.057043,0.040205,0.398736
301,0.104119,1,0.237743,0.072406,0.043553,1.00758,0.057061,0.072651,0.036888,0.051823,0.039247,3.327944,0.648077,0.810346,0.859449,0.078539,0.081223,0.03483,0.374109
302,0.099245,1,0.278759,0.091391,0.016546,0.970496,0.034301,0.053678,0.038788,0.016279,0.005865,3.877606,1.344842,2.996142,1.956357,0.108126,0.095047,0.063352,0.40783
303,0.128822,1,0.233786,0.13213,0.050622,0.965402,0.016188,0.0369,0.037514,0.054928,0.019052,2.027537,3.226476,3.322304,1.78679,0.128434,0.073392,0.030934,0.400998
304,0.122434,1,0.23961,0.098641,0.033866,0.994421,0.063463,0.076279,0.032655,0.0214,0.007294,1.851224,3.399043,3.556761,2.480942,0.09727,0.115988,0.015379,0.398232
305,0.120468,1,0.237543,0.062666,0.028094,0.974966,0.026946,0.008379,0.023122,0.062316,0.014868,0.923654,2.945743,0.375668,1.674553,0.103892,0.093314,0.05045,0.352749
306,0.112472,1,0.298023,0.121161,0.050465,0.998925,0.021344,0.033557,0.022102,0.054478,0.009699,1.105492,1.448743,3.091562,1.923163,0.106038,0.104258,0.036436,0.399594
307,0.131554,1,0.246609,0.074809,0.02402,0.967345,0.023243,0.048908,0.034675,0.026071,0.042155,1.524806,2.962239,1.627682,1.954429,0.08791,0.10965,0.06643,0.358266
308,0.077095,1,0.227786,0.127824,0.008947,1.00561,0.025048,0.078417,0.020189,0.051994,0.054888,0.292125,3.630763,1.561276,0.780556,0.117481,0.131346,0.02062,0.390564
309,0.090577,1,0.236077,0.08316,0.025619,1.009854,0.051263,0.003029,0.056153,0.008638,0.04951,3.497444,2.010112,2.698306,2.796243,0.123091,0.062835,0.085566,0.425217
310,0.141902,1,0.285219,0.084037,0.047036,0.985969,0.020856,0.013231,0.032186,0.045764,0.050784,1.755223,0.957059,0.170902,1.540395,0.135902,0.11249,0.055559,0.421485
311,0.106952,1,0.263546,0.0857,0.046194,0.983559,0.064844,0.064052,0.014101,0.072464,0.001037,0.361702,3.324151,3.326957,0.287287,0.068001,0.063872,0.074065,0.354487
312,0.122315,1,0.285308,0.116488,0.010246,1.011728,0.001749,0.046739,0.027316,0.015197,0.01214,1.88292,0.930386,1.781598,1.05548,0.075112,0.061871,0.074723,0.37942
313,0.072737,1,0.268848,0.113027,0.036892,0.995636,0.018212,0.041641,0.058688,0.076384,0.014093,1.782721,0.886047,2.794906,0.537799,0.14223,0.072146,0.067058,0.362694
314,0.08061,1,0.278675,0.055945,0.014319,1.036165,0.058842,0.040146,0.060156,0.035632,0.042695,1.913696,1.826525,3.044741,1.832994,0.119015,0.072943,0.014468,0.408823
315,0.075103,1,0.304208,0.112352,0.018133,0.959245,0.027575,0.022854,0.056309,0.063013,0.058848,1.807812,4.516294,1.348714,2.730091,0.076901,0.07648,0.076498,0.405715
316,0.126174,1,0.259929,0.105474,0.037204,1.010347,0.07272,0.005144,0.051448,0.064519,0.006911,3.691427,2.522368,0.516642,1.077485,0.121306,0.123077,0.033726,0.385678
317,0.143736,1,0.226454,0.076504,0.033703,0.950681,0.026047,0.077868,0.029128,0.058499,0.025589,1.778579,3.843208,1.385918,0.268551,0.082084,0.11509,0.031245,0.387321
318,0.0916,1,0.278518,0.062787,0.012061,0.955452,0.065291,0.025971,0.019805,0.033266,0.055599,1.161944,4.513629,0.89859,2.634195,0.121427,0.079902,0.044539,0.372915
319,0.096213,1,0.221739,0.080255,0.014682,0.99525,0.052129,0.037297,0.056878,0.081619,0.036342,0.477872,0.626104,3.425845,1.981589,0.075287,0.070627,0.059521,0.408317
320,0.121932,1,0.299301,0.054462,0.038014,0.980174,0.01284,0.034639,0.002554,0.015607,0.040368,2.54605,0.997228,2.394505,1.186484,0.100787,0.099674,0.018774,0.389638
321,0.116742,1,0.237253,0.128292,0.036934,1.007673,0.072386,0.078272,0.055412,0.065702,0.022087,1.170393,3.539376,2.209079,0.183333,0.105539,0.122872,0.057835,0.394955
322,0.107045,1,0.283248,0.126661,0.004367,0.993331,0.012195,0.038517,0.041589,0.052884,0.019675,3.409128,2.656455,2.473044,0.604998,0.097308,0.09274,0.021602,0.41463
323,0.125231,1,0.305963,0.133735,0.031843,1.034164,0.034115,0.067682,0.064495,0.017301,0.014811,1.334464,0.698344,2.845486,0.502369,0.064244,0.100111,0.062177,0.376156
324,0.146942,1,0.271044,0.134841,0.042509,0.986747,0.072206,0.071339,0.008573,0.019921,0.030023,0.511047,3.742816,3.266514,0.812384,0.11245,0.102066,0.082109,0.38205
325,0.069504,1,0.242169,0.122917,0.05632,0.95264,0.027428,0.044259,0.066495,0.043866,0.009393,1.675952,2.604733,1.744276,1.106752,0.120992,0.111599,0.057263,0.418273
326,0.117806,1,0.282014,0.138949,0.060856,1.027106,0.036119,0.061819,0.027604,0.013074,0.009045,3.206553,1.888537,1.985606,2.101238,0.082622,0.06928,0.044193,0.35564
327,0.104915,1,0.288103,0.119998,0.030863,0.971747,0.002904,0.002289,0.020911,0.070837,0.002413,4.027677,4.291361,1.017262,0.514683,0.072054,0.132232,0.076073,0.360414
328,0.111453,1,0.252671,0.111137,0.020163,1.025368,0.064045,0.010406,0.054484,0.038655,0.035489,0.821801,2.678072,1.927801,1.479572,0.09932,0.058543,0.030177,0.383518
329,0.087831,1,0.266885,0.097888,0.030345,0.989721,0.007392,0.062859,0.002394,0.008368,0.030754,0.855577,0.632184,3.169532,0.188656,0.13904,0.112125,0.033246,0.359239
330,0.1264,1,0.252128,0.101891,0.007784,1.01711,0.066659,0.004646,0.02773,0.029037,0.040323,0.946296,1.923938,2.204524,0.377045,0.081856,0.083914,0.062373,0.392096
331,0.083908,1,0.302493,0.131907,0.006307,0.960508,0.047428,0.024504,0.02698,0.047127,0.013198,1.812181,4.244341,3.012884,1.892894,0.115669,0.125503,0.042021,0.390251
332,0.071499,1,0.246959,0.081412,0.013652,0.982028,0.039639,0.022102,0.062174,0.075631,0.03612,2.289486,2.889462,0.864627,2.748509,0.072541,0.114022,0.055437,0.352429
333,0.068744,1,0.23119,0.082207,0.062971,0.957188,0.02249,0.051237,0.002173,0.066805,0.048507,3.503323,1.38364,0.559184,0.806123,0.069287,0.058154,0.020902,0.401655
334,0.115892,1,0.226194,0.083047,0.028527,0.972132,0.043013,0.06417,0.01661,0.053083,0.011713,0.468702,1.892119,0.454404,1.225508,0.089045,0.108592,0.086697,0.408238
335,0.131601,1,0.220186,0.125457,0.00189,0.993075,0.025974,0.019814,0.035222,0.038846,0.01705,1.951292,3.66073,2.105328,2.153607,0.110634,0.1139,0.076591,0.424368
336,0.148794,1,0.247911,0.097606,0.035297,0.97102,0.019953,0.016472,0.055217,0.062606,0.055251,3.923573,4.07277,3.439478,2.227147,0.123647,0.086054,0.086454,0.429609
337,0.121289,1,0.235251,0.124064,0.045981,1.030657,0.067014,0.068805,0.022473,0.083176,0.056676,3.936758,0.891834,2.333276,1.579748,0.101889,0.060984,0.024818,0.362282
338,0.073972,1,0.300203,0.076406,0.05001,1.010297,0.054084,0.046486,0.049634,0.033868,0.028849,2.772954,0.937592,3.432389,0.250629,0.084328,0.090704,0.078579,0.380749
339,0.15328,1,0.236274,0.098858,0.042961,1.004001,0.013331,0.007688,0.007842,0.033093,0.008702,1.648432,4.217648,2.278071,1.825585,0.097854,0.132067,0.04497,0.41565
340,0.151156,1,0.270267,0.073797,0.029288,1.018364,0.041786,0.034048,0.011145,0.083715,0.011155,2.73427,2.524484,3.219472,1.714372,0.128257,0.111752,0.076967,0.411988
341,0.101462,1,0.259524,0.107673,0.01956,1.019887,0.014449,0.020876,0.063309,0.041007,0.006097,1.459249,3.17533,0.566112,1.505377,0.127884,0.119893,0.039693,0.418858
342,0.122656,1,0.233589,0.135126,0.034281,0.98159,0.035186,0.0472,0.004975,0.044867,0.011755,2.853461,2.573824,3.57636,2.280598,0.133149,0.105845,0.032824,0.397671
343,0.086094,1,0.238411,0.090662,0.057419,1.023438,0.075621,0.071691,0.013052,0.048462,0.057781,1.133767,2.350861,2.24536,0.540345,0.096318,0.116746,0.068801,0.355551
344,0.097779,1,0.286949,0.135892,0.012759,0.952458,0.059846,0.041782,0.061532,0.008246,0.03459,3.720967,1.786242,2.810107,0.507648,0.095832,0.077469,0.080636,0.368431
345,0.147844,1,0.238783,0.13759,0.012929,0.973661,0.002594,0.043047,0.01001,0.049949,0.034919,1.81903,1.066017,3.298215,0.242601,0.101578,0.082896,0.020253,0.35498
346,0.10647,1,0.244862,0.101834,0.059161,1.028745,0.042702,0.074361,0.035186,0.066147,0.029125,4.053063,0.802081,3.478297,2.260711,0.118192,0.09442,0.08792,0.350466
347,0.147019,1,0.291619,0.075199,0.064096,1.030843,0.03331,0.050468,0.030534,0.048965,0.04089,0.996354,1.494778,0.961862,1.80293,0.072646,0.109264,0.071456,0.419138
348,0.095353,1,0.296651,0.120802,0.024979,0.991512,0.00128,0.024186,0.046561,0.004713,0.042493,2.877834,0.656094,2.413398,1.413922,0.072766,0.094597,0.039354,0.392883
349,0.107601,1,0.24969,0.06442,0.003509,0.956292,0.068271,0.054479,0.046453,0.034071,0.015468,1.570557,1.288867,0.210308,1.634796,0.136157,0.074755,0.061017,0.404024
350,0.065766,1,0.277484,0.089919,0.04393,0.968898,0.015779,0.027184,0.028505,0.020423,0.045983,1.386843,2.563714,1.616219,2.516263,0.064508,0.065152,0.025353,0.356001
351,0.101292,1,0.231727,0.102949,0.05542,0.949848,0.056196,0.046016,0.037165,0.021427,0.000645,1.218862,1.094299,1.741216,2.455974,0.075052,0.075184,0.040661,0.4094
352,0.099644,1,0.284046,0.105571,0.063528,0.979756,0.054939,0.052959,0.044177,0.035105,0.0405,3.741756,3.050218,3.403559,0.901396,0.105685,0.128577,0.031597,0.420358
353,0.133934,1,0.291881,0.052642,0.045187,0.999994,0.045072,0.052678,0.0584,0.0475,0.055545,0.78476,4.53004,0.837796,1.835598,0.135342,0.135618,0.070356,0.362962
354,0.128975,1,0.270039,0.106154,0.048078,1.028715,0.053437,0.022349,0.026861,0.031568,0.031544,3.335232,4.183318,2.274223,2.430007,0.126658,0.058412,0.069605,0.38253
355,0.117734,1,0.256358,0.068613,0.029172,0.97382,0.053005,0.053832,0.045943,0.044373,0.053662,0.396918,4.35722,0.311455,0.615981,0.09939,0.134721,0.024149,0.403063
356,0.092738,1,0.304705,0.109804,0.049326,0.954458,0.055133,0.046849,0.015664,0.055544,0.00838,3.574954,3.696432,1.488966,0.201961,0.08001,0.068704,0.011637,0.420727
357,0.117997,1,0.221627,0.094565,0.058412,1.014419,0.030746,0.06315,0.059567,0.031171,0.050342,1.0271,3.379429,0.239018,1.54222,0.095122,0.118467,0.034375,0.382254
358,0.133326,1,0.2912,0.065198,0.051424,1.029474,0.064926,0.033651,0.00821,0.021151,0.038111,0.51679,1.274648,2.899924,2.111332,0.109445,0.11338,0.054298,0.367014
359,0.123022,1,0.27221,0.12191,0.034251,0.9916,0.053058,0.078142,0.062782,0.039202,0.048886,3.943902,3.193916,2.579982,0.171924,0.104437,0.084186,0.048785,0.373743
360,0.119792,1,0.282001,0.075682,0.040962,0.980925,0.024347,0.003798,0.028229,0.008731,0.032243,0.231887,1.432136,1.597911,2.410597,0.074819,0.089951,0.045306,0.357421
361,0.128348,1,0.245536,0.072019,0.025714,1.031437,0.04319,0.059142,0.062062,0.083779,0.032693,0.633522,3.078772,1.586065,1.739981,0.080318,0.056305,0.02596,0.426741
362,0.144976,1,0.241964,0.06459,0.059527,1.014292,0.018398,0.055528,0.011227,0.039948,0.043709,1.237293,4.269189,1.496202,0.517142,0.140813,0.126427,0.026723,0.407577
363,0.12855,1,0.293353,0.103058,0.048667,0.984864,0.060727,0.037578,0.005907,0.079447,0.005372,3.026091,2.166216,2.35998,1.900679,0.077365,0.120949,0.059135,0.395552
364,0.087252,1,0.243709,0.122439,0.058137,0.976813,0.045684,0.001793,0.035624,0.067107,0.026724,1.528612,2.307095,1.417747,1.472541,0.064876,0.110146,0.01803,0.417099
365,0.077327,1,0.263207,0.137372,0.009468,1.000124,0.058324,0.021874,0.06062,0.060669,0.047631,3.061682,0.600764,2.661327,2.446963,0.121666,0.064505,0.03573,0.398811
366,0.127469,1,0.287881,0.091042,0.050341,0.974053,0.020481,0.033985,0.042097,0.066647,0.056967,0.387135,2.120535,1.583765,2.180547,0.141907,0.065225,0.02663,0.353934
367,0.110824,1,0.26786,0.11404,0.012321,0.981389,0.032919,0.053078,0.012458,0.044476,0.00126,2.609018,3.065794,1.966071,0.695492,0.090053,0.091152,0.07238,0.371487
368,0.099386,1,0.242916,0.069612,0.010776,0.998507,0.027317,0.049608,0.027013,0.067155,0.002563,3.590616,1.670678,2.954593,0.249339,0.113223,0.107897,0.089586,0.376977
369,0.085293,1,0.255953,0.082862,0.030054,0.957324,0.060382,0.072452,0.061664,0.075887,0.00343,1.535932,2.932214,0.842597,0.345675,0.076178,0.090058,0.089695,0.422972
370,0.112818,1,0.272712,0.104642,0.014662,1.00774,0.003932,0.006676,0.062937,0.032904,0.036631,0.217883,2.455382,0.693845,1.914761,0.129926,0.097653,0.012259,0.352046
371,0.10591,1,0.302373,0.089605,0.045751,0.971135,0.00691,0.050097,0.003206,0.081041,0.009585,2.597156,3.313932,2.889181,1.919029,0.120613,0.061831,0.070835,0.402785
372,0.082185,1,0.224625,0.128857,0.050981,1.018163,0.018928,0.002839,0.038514,0.066451,0.05119,3.482275,2.952298,2.559962,1.441979,0.090823,0.078533,0.069375,0.380721
373,0.122963,1,0.296154,0.061327,0.013088,0.974037,0.051138,0.016338,0.009058,0.030067,0.014753,1.614519,1.528697,3.104669,0.888322,0.103411,0.126551,0.073335,0.412662
374,0.140861,1,0.270781,0.1273,0.010409,1.004347,0.008461,0.073045,0.059441,0.071205,0.038705,0.263384,3.414347,2.196052,0.931483,0.069852,0.060881,0.087527,0.398585
375,0.069598,1,0.25808,0.068871,0.062243,1.021719,0.029902,0.063264,0.019936,0.017028,0.014148,2.664929,1.80524,3.376339,2.74253,0.071226,0.084062,0.062594,0.353514
376,0.098512,1,0.286674,0.052996,0.016594,0.989572,0.001664,0.024979,0.067099,0.081241,0.057955,1.933288,3.344514,0.256067,1.375548,0.082023,0.089747,0.035605,0.371603
377,0.120035,1,0.291495,0.077983,0.041488,0.956651,0.071424,0.076182,0.002956,0.050863,0.051551,3.53046,4.474535,2.720989,1.374207,0.0809,0.06409,0.058491,0.366084
378,0.145499,1,0.245577,0.067687,0.043415,1.018257,0.045127,0.070895,0.01615,0.004894,0.043813,0.612059,2.075082,0.902741,0.687552,0.065273,0.125103,0.012889,0.409882
379,0.130055,1,0.27015,0.103104,0.006949,0.952232,0.045447,0.048049,0.037893,0.048074,0.060149,3.667291,1.615659,1.549162,1.357979,0.124365,0.062887,0.043773,0.416335
380,0.066914,1,0.279173,0.099335,0.040843,1.012681,0.069536,0.028922,0.060955,0.036561,0.050878,0.528973,3.959659,2.266637,0.141386,0.104289,0.060084,0.026042,0.356137
381,0.108591,1,0.21801,0.129851,0.059571,0.949523,0.017641,0.070487,0.043934,0.036614,0.042355,1.562944,3.708254,2.055234,0.273478,0.133619,0.088018,0.025274,0.390844
382,0.128283,1,0.258357,0.055578,0.038617,0.995488,0.06766,0.038121,0.04218,0.016242,0.060781,3.804836,1.501758,0.492855,0.82407,0.11273,0.085618,0.040347,0.361484
383,0.115628,1,0.306515,0.140245,0.053339,1.036991,0.024035,0.07692,0.021955,0.080926,0.009513,3.260304,0.996086,3.02314,2.570899,0.08332,0.05756,0.013536,0.367513
384,0.094732,1,0.253883,0.136167,0.043654,0.953652,0.03472,0.032519,0.063478,0.049127,0.043759,3.223701,2.055012,0.42704,0.211429,0.132376,0.100597,0.049101,0.400337
385,0.121039,1,0.288525,0.085083,0.016509,1.029334,0.024632,0.053264,0.014005,0.015841,0.013241,3.65039,1.785028,3.195155,1.591926,0.116699,0.067679,0.0133,0.423373
386,0.067035,1,0.25553,0.11056,0.002142,0.9628,0.032165,0.05427,0.008725,0.055293,0.019608,4.142458,4.152186,3.087639,2.495465,0.073466,0.116854,0.024346,0.368077
387,0.098167,1,0.256481,0.068664,0.028991,1.02782,0.005447,0.001646,0.052707,0.050756,0.052404,3.801731,3.356124,1.756851,1.695114,0.103269,0.113004,0.023304,0.401402
388,0.076976,1,0.279092,0.122648,0.022413,1.000178,0.041999,0.043259,0.027353,0.068706,0.053315,1.641483,2.814346,2.841867,2.329023,0.135459,0.102546,0.031689,0.414406
389,0.111254,1,0.231358,0.056116,0.056981,1.007941,0.017583,0.014984,0.044391,0.044167,0.004084,0.390372,4.433945,3.426888,0.970784,0.08083,0.079318,0.041542,0.416813
390,0.085652,1,0.274087,0.108833,0.061852,0.959533,0.019539,0.063456,0.030662,0.022051,0.028535,3.989725,0.733737,2.349294,0.61334,0.099467,0.130646,0.056748,0.359681
391,0.068025,1,0.281573,0.057551,0.022519,1.022647,0.049626,0.052771,0.017926,0.018542,0.055308,3.864831,3.868531,0.829612,1.081498,0.087284,0.103133,0.025704,0.393108
392,0.138561,1,0.227085,0.069595,0.011054,1.028239,0.01566,0.081533,0.062643,0.024408,0.015316,1.199289,3.654177,2.708025,1.33062,0.075323,0.129444,0.084709,0.397337
393,0.113551,1,0.248684,0.058258,0.004505,0.994916,0.019158,0.067219,0.030158,0.01843,0.022811,3.134676,2.53869,1.436248,2.304836,0.091987,0.10683,0.052681,0.361201
394,0.137441,1,0.230312,0.127226,0.019737,0.968304,0.058649,0.053551,0.02437,0.015937,0.035765,4.047902,2.665709,2.182686,2.103438,0.142687,0.133603,0.069042,0.363788
395,0.091172,1,0.307386,0.117365,0.021845,0.9875,0.045795,0.002732,0.00669,0.021326,0.059209,2.542871,1.722176,0.812256,1.803742,0.063651,0.092668,0.040503,0.379146
396,0.089313,1,0.230211,0.079917,0.012556,0.98682,0.043389,0.027281,0.03993,0.052347,0.001791,0.951495,0.63611,0.555623,0.568049,0.077255,0.065571,0.046427,0.412849
397,0.133437,1,0.258314,0.119688,0.015495,0.999819,0.045223,0.066464,0.025963,0.014575,0.035954,2.963257,1.177801,2.888553,0.462381,0.079902,0.075077,0.042133,0.388217
398,0.123809,1,0.27562,0.132934,0.038891,1.017023,0.038721,0.072558,0.04865,0.006326,0.047987,2.429469,3.044675,3.382039,2.487513,0.121791,0.114737,0.053104,0.422794
399,0.117296,1,0.301831,0.116047,0.051823,0.961065,0.045549,0.04813,0.049043,0.035034,0.047443,2.769444,2.123673,3.445304,2.707535,0.083961,0.091705,0.026273,0.425901
400,0.152236,1,0.236797,0.060893,0.033569,0.97543,0.004012,0.024957,0.021154,0.006247,0.020084,1.680275,2.026366,2.25353,1.474844,0.07053,0.099905,0.013432,0.357884
401,0.143335,1,0.227425,0.076675,0.057227,1.033091,0.026675,0.034823,0.037713,0.055381,0.008874,2.816565,3.216382,2.87012,0.13086,0.078223,0.061982,0.087258,0.364967
402,0.144733,1,0.281676,0.11089,0.033148,1.029538,0.066047,0.024007,0.056406,0.073568,0.012603,2.422676,0.872232,2.476876,0.821144,0.12792,0.068186,0.074291,0.351179
403,0.099477,1,0.276133,0.110421,0.032673,0.9951,0.011155,0.06641,0.049802,0.069521,0.005723,0.550678,3.664842,3.331833,0.699621,0.07217,0.129883,0.030079,0.417047
404,0.115119,1,0.224284,0.075226,0.008967,1.01788,0.037722,0.004023,0.014051,0.06112,0.048376,3.157819,1.666132,1.885151,0.601851,0.068352,0.110599,0.017072,0.386241
405,0.151801,1,0.243465,0.053357,0.028947,0.996492,0.059579,0.0737,0.023199,0.045602,0.002179,1.250217,2.832184,1.25929,1.213177,0.114922,0.083243,0.022021,0.398939
406,0.128637,1,0.219092,0.073178,0.001063,1.002859,0.003621,0.05438,0.023384,0.063518,0.034048,0.628826,2.110607,0.942222,0.67013,0.088914,0.122979,0.064049,0.394836
407,0.102098,1,0.220119,0.10646,0.052942,0.971524,0.060762,0.078951,0.046112,0.049368,0.024021,1.717932,4.320559,0.598935,0.95532,0.06314,0.103315,0.018277,0.409303
408,0.07105,1,0.228934,0.065649,0.030457,0.959649,0.049001,0.068697,0.036079,0.015757,0.006991,3.761046,1.739027,2.420267,0.350633,0.072223,0.083689,0.048957,0.403501
409,0.142853,1,0.279772,0.080922,0.057641,1.001892,0.05851,0.013052,0.012316,0.060471,0.037389,2.730218,2.030343,1.015008,0.598527,0.09813,0.088092,0.090069,0.350595
410,0.085863,1,0.262957,0.114947,0.013747,1.029394,0.031988,0.042172,0.018491,0.02924,0.017184,1.970134,1.992894,2.100859,2.800889,0.077331,0.074921,0.0377,0.414268
411,0.120949,1,0.268734,0.130954,0.023109,1.032314,0.055231,0.076518,0.033321,0.026757,0.021133,0.814522,1.416381,0.324016,0.855455,0.093344,0.12425,0.022432,0.388039
412,0.150016,1,0.297702,0.070003,0.020243,0.99699,0.074248,0.020603,0.033977,0.025249,0.006004,1.877932,3.620932,2.09424,2.593337,0.13891,0.073186,0.041478,0.402168
413,0.122744,1,0.270514,0.088381,0.062649,1.012871,0.035024,0.010142,0.051318,0.032713,0.017885,0.663632,4.089884,2.114545,0.736391,0.105122,0.063884,0.062896,0.396283
414,0.095797,1,0.276622,0.131346,0.037619,1.002063,0.041188,0.021189,0.039338,0.075849,0.021723,1.036218,2.47868,1.543127,0.966419,0.122473,0.061104,0.030991,0.356821
415,0.119138,1,0.235431,0.103322,0.027804,1.013358,0.076436,0.075882,0.009368,0.067547,0.020538,3.714052,2.469574,2.582922,2.499253,0.120872,0.129423,0.038923,0.354811
416,0.096999,1,0.294044,0.113695,0.014556,0.970737,0.025726,0.052611,0.050163,0.03378,0.047017,0.616204,3.997433,1.295567,1.911678,0.076385,0.110956,0.012,0.394179
417,0.071749,1,0.293045,0.090847,0.028741,1.033484,0.046664,0.017461,0.056242,0.029693,0.024708,3.414824,2.938486,0.701033,1.317072,0.086733,0.119914,0.012709,0.373127
418,0.142131,1,0.238662,0.098881,0.029875,0.963941,0.048952,0.008644,0.007336,0.008211,0.017006,2.224739,4.525018,0.849632,1.944798,0.101995,0.058404,0.047827,0.412604
419,0.137185,1,0.238841,0.070122,0.045492,0.968981,0.059135,0.063647,0.025387,0.040516,0.058094,1.102035,0.944361,1.489407,2.698338,0.127468,0.11439,0.075517,0.37807
420,0.136005,1,0.301493,0.106982,0.019313,0.958196,0.02884,0.036334,0.041988,0.061328,0.040423,1.789656,2.377579,3.490733,1.124247,0.068855,0.118399,0.05521,0.399942
421,0.131153,1,0.28413,0.067219,0.003984,1.032452,0.057781,0.064261,0.026422,0.026129,0.013653,3.600045,4.026114,3.494626,1.97322,0.134237,0.062419,0.020842,0.360443
422,0.088086,1,0.225555,0.120469,0.047738,0.994731,0.056063,0.00854,0.010559,0.068664,0.012261,3.166598,1.333583,1.960269,1.428743,0.10398,0.110297,0.064875,0.38936
423,0.143059,1,0.244126,0.13241,0.063801,0.950284,0.045384,0.009924,0.003022,0.012435,0.055923,3.781075,2.873388,0.997493,0.789935,0.13736,0.117858,0.03231,0.355261
424,0.143831,1,0.222973,0.105089,0.043886,1.019696,0.044958,0.008418,0.017365,0.071921,0.02252,2.834151,1.693539,1.309388,1.830635,0.141254,0.129602,0.069441,0.407704
425,0.077029,1,0.254334,0.13414,0.031925,0.95133,0.048294,0.04656,0.063361,0.043298,0.051844,4.066701,3.572799,2.65674,1.204884,0.138598,0.126048,0.030774,0.370045
426,0.125681,1,0.244394,0.073889,0.037939,0.970642,0.028404,0.033789,0.013894,0.035667,0.04614,3.624624,1.935759,3.251523,1.408148,0.136221,0.109376,0.016744,0.351984
427,0.137227,1,0.262033,0.095291,0.053674,1.006893,0.058143,0.040222,0.006275,0.01736,0.051713,0.456793,1.815772,2.110235,2.682359,0.135792,0.071151,0.068332,0.406098
428,0.090031,1,0.298247,0.082325,0.006088,1.032761,0.076368,0.069024,0.012229,0.028849,0.055727,1.117743,3.336337,2.418851,1.434366,0.098895,0.120775,0.049281,0.41651
429,0.111894,1,0.282354,0.095557,0.002926,0.967963,0.027149,0.016139,0.025195,0.016823,0.015253,2.688655,2.0693,1.795528,2.041251,0.126092,0.104543,0.06891,0.372281
430,0.097668,1,0.291292,0.130765,0.0205,0.988334,0.00981,0.007946,0.057536,0.071866,0.033692,3.371661,1.047183,3.16121,1.049304,0.117203,0.08328,0.035257,0.35428
431,0.072437,1,0.227363,0.064799,0.055041,0.959219,0.055114,0.038923,0.021528,0.082283,0.028618,0.771577,3.350911,0.529262,1.258955,0.113981,0.063189,0.090997,0.390616
432,0.147404,1,0.249464,0.053299,0.02859,0.991993,0.045576,0.068291,0.062486,0.07287,0.042223,1.300061,3.908491,0.950676,0.893499,0.070867,0.132732,0.06843,0.360826
433,0.099865,1,0.245896,0.054866,0.046992,0.997802,0.060172,0.033404,0.059775,0.057355,0.042249,0.346416,2.720789,2.731972,2.819988,0.122637,0.077602,0.05634,0.420148
434,0.092615,1,0.22363,0.101527,0.001484,1.037544,0.02932,0.073127,0.015082,0.081564,0.045379,0.302861,0.793095,0.174163,2.337409,0.090916,0.098736,0.090541,0.408101
435,0.092391,1,0.248022,0.102284,0.051133,1.013169,0.038185,0.04574,0.025885,0.020401,0.035834,1.206759,2.556708,0.783151,0.439193,0.067229,0.07927,0.075775,0.421345
436,0.139861,1,0.2806,0.054353,0.04798,0.988012,0.071666,0.05249,0.034534,0.036873,0.031184,2.722073,1.219017,3.334135,2.558458,0.132642,0.100033,0.036281,0.357106
437,0.148661,1,0.253014,0.076582,0.049768,0.987823,0.041743,0.018726,0.024894,0.058087,0.010748,1.473711,3.516851,3.15292,2.441117,0.12726,0.100137,0.017432,0.365845
438,0.148749,1,0.236485,0.057714,0.059382,0.961955,0.039104,0.039003,0.059931,0.076993,0.058356,2.574877,2.696142,3.531667,0.847393,0.109333,0.123887,0.085041,0.361897
439,0.147686,1,0.291963,0.135358,0.048941,1.036372,0.013638,0.08022,0.050379,0.083897,0.023387,1.720846,2.684092,1.11969,0.658387,0.091395,0.114947,0.041273,0.381936
