Solution,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA
293,0.046577,1,0.208255,0.055601,0.047605,0.047344,0.060306,0.067396,0.119202,0.059312,0.023565,1.190061,1.882567,3.852142,1.24282,0.131779,0.093473,0.066326,0.387136
294,0.109509,1,0.230725,0.121544,0.028797,0.114761,0.029717,0.119311,0.09658,0.074219,0.021087,2.640304,1.47191,3.275884,0.910221,0.14912,0.088523,0.088029,0.360045
295,0.055619,1,0.214437,0.129681,0.040242,0.029345,0.035773,0.120083,0.084415,0.067099,0.054896,3.148417,2.380338,4.100177,2.431378,0.087396,0.101406,0.041753,0.374456
296,0.09012,1,0.212228,0.100264,0.012777,0.082951,0.004044,0.097791,0.098283,0.097193,0.045517,3.924794,1.180879,2.19291,2.567366,0.124436,0.089623,0.09717,0.381553
297,0.065531,1,0.236861,0.095664,0.02208,0.083399,0.038733,0.060644,0.07508,0.046848,0.048773,0.500072,1.879356,1.84113,1.504172,0.121082,0.082602,0.081597,0.360302
298,0.047446,1,0.223074,0.051501,0.049647,0.031925,0.010142,0.059598,0.065837,0.091908,0.036899,2.384048,2.754515,2.027502,2.67303,0.104631,0.100724,0.071093,0.332242
299,0.036935,1,0.211721,0.136033,0.029758,0.03609,0.039326,0.087036,0.100939,0.074626,0.008075,2.37776,1.061544,3.436842,1.852076,0.130518,0.144423,0.088557,0.325773
300,0.038786,1,0.197461,0.078737,0.012385,0.030636,0.010727,0.087634,0.098992,0.04711,0.024759,2.195981,1.27021,3.97684,0.724846,0.088451,0.126207,0.048384,0.350943
301,0.068738,1,0.228062,0.102461,0.03889,0.112236,0.025853,0.094787,0.054009,0.042421,0.021478,1.678668,2.628489,2.762359,1.474191,0.145776,0.148571,0.067804,0.333637
302,0.096069,1,0.215934,0.064592,0.020203,0.041741,0.056088,0.093246,0.055869,0.04962,0.054106,3.249885,0.127538,1.46098,2.658323,0.162099,0.091122,0.024157,0.386329
303,0.05528,1,0.235841,0.123096,0.004991,0.037132,0.003709,0.089452,0.11697,0.073364,0.016407,2.564267,1.546994,2.49226,0.866656,0.132599,0.120934,0.032675,0.372662
304,0.050556,1,0.227512,0.06795,0.018124,0.101958,0.012241,0.080632,0.075687,0.070347,0.031036,0.387048,0.473253,4.641304,1.929152,0.117626,0.11801,0.093288,0.330158
305,0.103075,1,0.228996,0.12304,0.03944,0.033789,0.016015,0.066964,0.097237,0.065157,0.025459,3.006103,0.746896,4.036534,2.523939,0.089438,0.124078,0.01975,0.381841
306,0.086871,1,0.197867,0.125104,0.006139,0.104773,0.004915,0.054054,0.054706,0.056223,0.023361,3.37909,1.952513,4.509814,1.803724,0.143716,0.095982,0.080488,0.334608
307,0.10684,1,0.209375,0.094648,0.046226,0.05497,0.054861,0.087446,0.103797,0.069064,0.012779,2.783471,2.404661,2.303687,0.460609,0.130352,0.085482,0.033863,0.387037
308,0.102614,1,0.23464,0.132793,0.020802,0.056998,0.048122,0.081291,0.113893,0.082022,0.012341,1.685632,0.26311,3.37759,2.171775,0.142877,0.114704,0.03231,0.384543
309,0.074512,1,0.217116,0.06016,0.03111,0.05384,0.011343,0.079614,0.072731,0.053244,0.019963,3.348048,0.346124,4.555919,1.19109,0.133415,0.098697,0.072884,0.401541
310,0.060531,1,0.189046,0.077565,0.019241,0.029635,0.046026,0.101638,0.055517,0.095097,0.044292,1.607523,2.244506,4.223751,0.392869,0.161208,0.122137,0.096787,0.380186
311,0.050285,1,0.240842,0.093092,0.050897,0.053946,0.050106,0.097086,0.099993,0.034405,0.010194,1.090853,0.529194,0.867267,0.744523,0.139364,0.158601,0.051068,0.3632
312,0.114277,1,0.183852,0.0748,0.033699,0.070371,0.016242,0.111736,0.083556,0.055676,0.029409,0.360511,0.311084,1.384427,2.581023,0.099191,0.088185,0.070275,0.331303
313,0.034065,1,0.229475,0.064809,0.024847,0.090425,0.054143,0.096412,0.067146,0.090208,0.014263,1.907551,1.202325,3.968336,1.478049,0.128148,0.118445,0.095795,0.347227
314,0.076183,1,0.198934,0.092039,0.040997,0.093599,0.075904,0.062621,0.123137,0.08928,0.015298,0.787297,0.763582,4.127224,1.30469,0.096186,0.157024,0.02763,0.369266
315,0.045277,1,0.215717,0.072249,0.050177,0.042617,0.061249,0.08827,0.051655,0.062228,0.036673,1.04215,1.895319,1.496146,0.586052,0.099863,0.157772,0.092788,0.35439
316,0.070387,1,0.159488,0.111366,0.012908,0.03675,0.062381,0.064734,0.122346,0.082462,0.041668,1.341103,2.246881,1.715303,1.769206,0.15925,0.143195,0.056795,0.348467
317,0.111479,1,0.227294,0.120035,0.009084,0.037851,0.032414,0.049805,0.054214,0.054488,0.047969,4.171806,0.484934,2.472414,1.620782,0.100741,0.130696,0.072713,0.40432
318,0.089279,1,0.236461,0.057361,0.050496,0.05608,0.066999,0.089192,0.112002,0.067453,0.034305,1.828263,0.725116,1.639857,2.60097,0.146729,0.115308,0.087,0.378753
319,0.044101,1,0.187401,0.099576,0.037268,0.105767,0.020003,0.056996,0.106313,0.082819,0.047402,2.473293,0.207962,1.598463,1.950593,0.091911,0.082029,0.050763,0.37334
320,0.064524,1,0.183522,0.052272,0.005384,0.057407,0.023612,0.12335,0.086729,0.085724,0.016461,0.934061,2.553317,1.00324,1.86425,0.100787,0.145168,0.031406,0.375651
321,0.112113,1,0.189767,0.077976,0.048458,0.072438,0.075227,0.086259,0.049967,0.054824,0.032377,1.032934,2.66371,1.940465,1.262352,0.134006,0.083316,0.044386,0.38252
322,0.04309,1,0.177767,0.105652,0.039135,0.06068,0.02181,0.111211,0.061329,0.071941,0.032858,2.886297,2.637853,0.797215,1.05349,0.147087,0.134786,0.094685,0.328897
323,0.105642,1,0.172552,0.063514,0.012165,0.083932,0.036224,0.096976,0.094577,0.075234,0.054289,3.816604,0.686225,1.234476,0.712127,0.114799,0.145691,0.042415,0.391759
324,0.041146,1,0.234709,0.129009,0.019365,0.084443,0.055084,0.074691,0.115255,0.078034,0.022928,2.212601,3.016596,2.85892,2.713448,0.138093,0.128196,0.081297,0.389677
325,0.043931,1,0.178753,0.108816,0.021209,0.052214,0.017422,0.051102,0.11021,0.104907,0.026849,0.35445,1.734944,0.786561,0.696402,0.120405,0.152188,0.019232,0.335623
326,0.109322,1,0.236319,0.126833,0.034878,0.108221,0.041892,0.103933,0.078095,0.048888,0.034627,2.630584,3.146449,3.97893,0.149992,0.146347,0.141595,0.047545,0.326273
327,0.058306,1,0.187604,0.093221,0.021702,0.110112,0.076219,0.094507,0.056418,0.050024,0.041079,1.547567,0.614666,3.847174,1.884046,0.156224,0.117773,0.0572,0.380747
328,0.106048,1,0.241423,0.078834,0.040817,0.089982,0.017606,0.10194,0.122309,0.093118,0.029594,3.90574,0.711748,1.372252,1.016802,0.135567,0.150048,0.030761,0.383372
329,0.079946,1,0.229824,0.132667,0.019941,0.07355,0.005433,0.105816,0.129299,0.095003,0.042327,0.423955,2.710911,3.654312,0.814201,0.133606,0.140915,0.047727,0.325896
330,0.057343,1,0.165009,0.096956,0.045575,0.089676,0.062623,0.095618,0.08333,0.041894,0.051096,2.953277,3.239917,2.251972,0.262185,0.117921,0.134076,0.086117,0.402413
331,0.088169,1,0.191805,0.13154,0.036094,0.099502,0.065683,0.127031,0.069255,0.100974,0.041787,2.786302,1.874615,3.44972,2.479145,0.084795,0.105546,0.098731,0.391413
332,0.109366,1,0.154842,0.135582,0.017806,0.083529,0.042841,0.123723,0.053115,0.047986,0.004931,2.901869,0.92666,3.480708,0.636704,0.142,0.109601,0.031057,0.342659
333,0.115152,1,0.190259,0.065655,0.028374,0.075557,0.065604,0.086448,0.126085,0.10485,0.044553,1.469917,1.033877,3.486127,0.795738,0.127989,0.153169,0.051023,0.396211
334,0.103513,1,0.212148,0.110783,0.028982,0.056785,0.064866,0.069236,0.071928,0.089425,0.026409,0.572126,0.692171,3.372318,1.674525,0.120331,0.098095,0.045757,0.334326
335,0.058532,1,0.177161,0.117705,0.038385,0.110607,0.010628,0.099616,0.124108,0.083314,0.010578,2.543403,1.435428,2.732426,0.969314,0.164337,0.089045,0.051331,0.402613
336,0.064908,1,0.204811,0.100154,0.029517,0.076195,0.008976,0.070931,0.107263,0.081253,0.030716,3.208202,1.857961,0.718106,0.76215,0.145474,0.102017,0.054633,0.365915
337,0.046176,1,0.175125,0.072771,0.048958,0.042648,0.075623,0.062,0.111655,0.038449,0.024,3.318282,3.163873,3.75289,1.914806,0.135086,0.090711,0.062873,0.403621
338,0.051284,1,0.209086,0.128147,0.037722,0.051899,0.051618,0.110829,0.095801,0.084212,0.029757,2.882528,3.194354,0.739112,1.587015,0.097691,0.088408,0.019324,0.355511
339,0.111819,1,0.172817,0.127771,0.007338,0.049874,0.011924,0.063944,0.081834,0.096052,0.026338,1.13664,1.328098,1.500512,0.480619,0.122904,0.115723,0.038647,0.33254
340,0.112169,1,0.177113,0.123381,0.044029,0.073096,0.073261,0.086957,0.110582,0.076715,0.025857,3.919357,1.603439,4.341781,1.614909,0.101304,0.126624,0.029473,0.332503
341,0.105867,1,0.173177,0.070959,0.021975,0.062958,0.028993,0.111444,0.118279,0.041424,0.002224,0.656643,0.328713,2.421026,2.400849,0.131095,0.11247,0.06757,0.353946
342,0.080611,1,0.224795,0.091942,0.0287,0.051938,0.031087,0.071008,0.058677,0.079145,0.030865,1.795571,2.785061,0.935081,2.444181,0.144764,0.156893,0.095293,0.33972
343,0.031193,1,0.199064,0.069605,0.033797,0.105474,0.007067,0.08285,0.096732,0.032392,0.027791,2.248462,2.066246,2.631199,1.450589,0.144552,0.081832,0.049149,0.35845
344,0.078226,1,0.204434,0.120202,0.018788,0.097855,0.022786,0.125482,0.088674,0.039011,0.048708,1.651941,0.995949,2.855223,1.920915,0.131574,0.09948,0.023483,0.354777
345,0.061518,1,0.221289,0.068314,0.030574,0.106974,0.003837,0.049844,0.050592,0.103863,0.005184,4.06498,3.025394,4.134561,2.678825,0.163698,0.13171,0.084012,0.372919
346,0.065035,1,0.191288,0.126009,0.03182,0.04355,0.034833,0.118859,0.090083,0.051799,0.019673,0.85075,0.610392,2.944987,0.439888,0.110759,0.130914,0.086423,0.392108
347,0.089459,1,0.154392,0.052387,0.022473,0.078473,0.063032,0.055509,0.108606,0.056719,0.023697,4.091426,1.344567,4.118837,0.101187,0.149918,0.110674,0.021618,0.390178
348,0.031996,1,0.184447,0.107387,0.032681,0.02855,0.042742,0.067446,0.051081,0.104732,0.051173,3.60465,1.906266,1.508992,2.484105,0.113683,0.136752,0.046539,0.375373
349,0.031586,1,0.157504,0.082565,0.018671,0.035399,0.021879,0.068276,0.089872,0.047334,0.022242,4.148995,0.196725,3.718107,0.353694,0.152079,0.083507,0.026613,0.339944
350,0.091534,1,0.170414,0.111739,0.01456,0.085557,0.033746,0.053078,0.063905,0.104386,0.052427,2.561071,0.899885,0.713877,0.502742,0.125401,0.112006,0.07451,0.349885
351,0.102088,1,0.227174,0.12874,0.037988,0.025793,0.042446,0.113747,0.1142,0.048647,0.040998,4.085673,2.303761,2.07081,2.458707,0.118898,0.126031,0.076144,0.336931
352,0.104292,1,0.174864,0.074052,0.035921,0.112473,0.003157,0.055622,0.071374,0.067998,0.010837,2.155229,1.698489,2.06663,2.079211,0.119374,0.093731,0.040807,0.363804
353,0.06275,1,0.22561,0.085489,0.017944,0.043444,0.036882,0.125754,0.082147,0.064113,0.015595,1.593523,1.68449,3.994364,0.154933,0.159479,0.136574,0.094189,0.403919
354,0.047086,1,0.201963,0.137251,0.007084,0.104848,0.066598,0.090961,0.050999,0.047299,0.04472,4.183795,0.613609,2.274487,1.701762,0.136175,0.141699,0.030627,0.368988
355,0.041492,1,0.201658,0.056153,0.042912,0.046922,0.064678,0.095835,0.061089,0.104029,0.044234,1.875157,0.511032,3.414533,0.803584,0.097596,0.114352,0.051799,0.360353
356,0.096478,1,0.182366,0.0843,0.03152,0.078565,0.019691,0.092609,0.085888,0.097629,0.013274,3.754677,2.98058,1.552423,0.120087,0.09164,0.108478,0.09317,0.341629
357,0.104717,1,0.230557,0.14085,0.031247,0.096345,0.018095,0.064388,0.112597,0.047705,0.041747,2.645818,1.712052,3.669991,2.325797,0.140914,0.15554,0.026305,0.356688
358,0.093529,1,0.20949,0.054367,0.042778,0.104544,0.072544,0.069328,0.129403,0.107887,0.046482,0.709361,1.727344,2.395908,0.654877,0.130615,0.12887,0.023123,0.360577
359,0.058737,1,0.170922,0.126515,0.033179,0.114192,0.030095,0.068513,0.08368,0.049091,0.055362,0.613151,2.839762,3.254384,2.09217,0.108583,0.086482,0.091683,0.344756
360,0.065819,1,0.237394,0.079536,0.047517,0.088591,0.012893,0.126833,0.128386,0.066051,0.031547,1.518008,2.614898,2.664694,1.199304,0.101649,0.087792,0.047124,0.398445
361,0.058789,1,0.169045,0.090872,0.020609,0.069166,0.058881,0.084621,0.06965,0.038739,0.022869,2.016121,3.061353,0.728865,1.325524,0.11088,0.110104,0.094395,0.387431
362,0.067818,1,0.189348,0.088266,0.029039,0.094137,0.031362,0.051916,0.097093,0.075113,0.048254,3.645012,2.366294,4.534966,1.454677,0.161637,0.140427,0.029421,0.381423
363,0.105474,1,0.232044,0.084789,0.047667,0.104376,0.002803,0.050873,0.087876,0.086249,0.019759,2.569811,0.470303,4.254687,0.558484,0.112548,0.161642,0.096657,0.394032
364,0.059122,1,0.198535,0.121301,0.021636,0.08114,0.063514,0.118952,0.119711,0.09153,0.005004,4.165342,0.200092,1.206761,1.95664,0.091423,0.127628,0.085837,0.370204
365,0.056693,1,0.233784,0.131596,0.010426,0.047202,0.007256,0.114532,0.085179,0.109822,0.03487,2.406586,1.190569,1.662717,2.578401,0.123371,0.151831,0.030024,0.380899
366,0.108054,1,0.171487,0.139792,0.03498,0.027316,0.055319,0.082204,0.095891,0.098679,0.014435,2.040414,3.197541,4.038847,0.938192,0.111682,0.093942,0.026417,0.339748
367,0.066174,1,0.160414,0.082624,0.041497,0.052053,0.013131,0.099177,0.103999,0.098194,0.003477,1.543447,1.393351,3.325653,1.10036,0.086425,0.101518,0.075092,0.400819
368,0.050364,1,0.228684,0.102021,0.014427,0.027799,0.024147,0.105459,0.110916,0.053057,0.000325,3.703011,2.330171,3.174565,0.291027,0.111237,0.146394,0.075594,0.396447
369,0.063487,1,0.1693,0.10578,0.044718,0.110138,0.054273,0.11098,0.089914,0.080023,0.038088,1.842244,2.524616,1.895691,1.178981,0.122196,0.133112,0.060313,0.381624
370,0.043536,1,0.190606,0.073318,0.026657,0.111505,0.026135,0.080226,0.088776,0.066996,0.018366,3.694039,1.923993,3.577949,2.569011,0.143352,0.1286,0.076743,0.353119
371,0.07546,1,0.16511,0.055285,0.013834,0.095408,0.001582,0.062669,0.098403,0.094772,0.057612,4.188566,2.544562,2.995764,1.080847,0.161105,0.098369,0.059372,0.391536
372,0.087115,1,0.18067,0.066517,0.025588,0.101498,0.054351,0.091681,0.079277,0.051549,0.038261,0.830265,0.520313,0.844076,1.97873,0.138281,0.108309,0.039117,0.334377
373,0.044276,1,0.167197,0.103543,0.016812,0.112373,0.055998,0.092376,0.067073,0.037678,0.052253,4.217011,2.665117,0.822733,1.670064,0.101727,0.15454,0.076988,0.379091
374,0.044462,1,0.218156,0.072101,0.014992,0.072942,0.049101,0.064579,0.084855,0.106491,0.051676,2.168855,1.309655,2.620928,0.19541,0.153301,0.098,0.0274,0.377352
375,0.113773,1,0.236051,0.138906,0.021902,0.058223,0.037343,0.077317,0.125192,0.082994,0.058654,1.528525,1.46973,2.816436,1.936071,0.115965,0.095416,0.058782,0.363373
376,0.088327,1,0.241156,0.085924,0.007531,0.045863,0.031948,0.116522,0.068442,0.086617,0.032946,3.87848,0.909727,1.668314,2.388218,0.14572,0.096322,0.049793,0.32742
377,0.025911,1,0.243532,0.066809,0.032662,0.03332,0.018822,0.071983,0.078893,0.094454,0.042706,3.695886,0.482478,1.478725,0.265422,0.156023,0.086653,0.08007,0.363313
378,0.058428,1,0.202508,0.074403,0.040403,0.026044,0.012805,0.057222,0.066383,0.083072,0.01258,3.656888,1.994224,3.387824,1.708259,0.163259,0.160246,0.035517,0.333554
379,0.084927,1,0.19338,0.059931,0.002976,0.105674,0.040668,0.048016,0.068887,0.109696,0.046963,1.230514,0.658039,2.798506,1.858097,0.14354,0.120767,0.095189,0.397045
380,0.083999,1,0.162652,0.129797,0.009726,0.081652,0.002563,0.097928,0.054428,0.101204,0.050416,0.545082,0.991794,2.881036,2.299189,0.158529,0.121812,0.053076,0.379211
381,0.039409,1,0.205049,0.076762,0.00227,0.053347,0.041966,0.091268,0.102487,0.068606,0.014333,3.271181,0.505564,0.993901,0.594852,0.152966,0.082116,0.072374,0.371422
382,0.056966,1,0.15924,0.133935,0.017284,0.090234,0.075971,0.093167,0.092387,0.032098,0.03261,2.292037,0.459817,2.592113,1.631551,0.093808,0.106711,0.034666,0.393901
383,0.047212,1,0.163377,0.103141,0.017532,0.029847,0.041369,0.120003,0.071038,0.085149,0.034369,0.763405,1.633243,0.748951,2.640728,0.101146,0.140523,0.079539,0.344652
384,0.054662,1,0.165716,0.087833,0.047005,0.044522,0.0251,0.066292,0.117756,0.073199,0.022396,1.772163,2.584973,0.943803,1.876071,0.142848,0.098193,0.088399,0.3411
385,0.10747,1,0.210649,0.094158,0.021093,0.068661,0.022819,0.084011,0.107455,0.100716,0.060246,2.861055,0.851554,4.151411,2.718437,0.087668,0.100523,0.049573,0.349015
386,0.052015,1,0.187247,0.126229,0.044608,0.050166,0.016187,0.119865,0.065768,0.050691,0.030448,1.249271,1.658561,3.145393,1.178048,0.144137,0.151238,0.06871,0.327771
387,0.062048,1,0.205241,0.109237,0.004146,0.030679,0.008126,0.120625,0.061205,0.055049,0.013158,3.488454,1.798087,4.020928,0.605687,0.139137,0.09089,0.025902,0.396749
388,0.111232,1,0.216189,0.131021,0.038719,0.044163,0.024972,0.083435,0.076012,0.033204,0.022483,3.225552,1.884789,4.274603,1.85532,0.152615,0.113377,0.067488,0.334158
389,0.078326,1,0.180549,0.055431,0.032561,0.039175,0.034559,0.116201,0.121137,0.077028,0.05703,3.077082,2.434642,0.962988,1.74154,0.16305,0.156459,0.082059,0.340603
390,0.045498,1,0.167301,0.127582,0.03785,0.055526,0.025703,0.060738,0.098676,0.058443,0.001707,4.238675,0.780512,3.844136,1.908158,0.159543,0.119281,0.025974,0.356014
391,0.082092,1,0.236086,0.096651,0.017239,0.032762,0.069447,0.079821,0.081902,0.077417,0.002835,2.97396,1.973801,2.811885,2.00474,0.134134,0.141185,0.040558,0.393344
392,0.103809,1,0.18028,0.092191,0.044758,0.073471,0.014425,0.055186,0.066777,0.045749,0.060493,1.04491,0.395712,2.090109,2.630328,0.144492,0.086638,0.0925,0.346355
393,0.057452,1,0.229717,0.06048,0.016809,0.087937,0.012382,0.087696,0.097843,0.080938,0.019214,2.79315,3.220196,2.291737,0.367576,0.15545,0.104596,0.022441,0.362183
394,0.082311,1,0.199933,0.075996,0.032053,0.058771,0.010325,0.099371,0.064812,0.063326,0.008241,2.851859,1.520069,0.931671,2.112746,0.11465,0.153556,0.089108,0.379007
395,0.06932,1,0.174381,0.061889,0.034128,0.079728,0.001725,0.127708,0.112469,0.042477,0.021193,2.497822,1.790379,2.084208,1.681468,0.149496,0.109066,0.047948,0.374006
396,0.099392,1,0.216325,0.058666,0.001232,0.084169,0.057503,0.075538,0.058834,0.079363,0.013306,2.509892,0.160826,3.794336,1.611945,0.108264,0.153956,0.064036,0.375314
397,0.06733,1,0.178997,0.093378,0.022967,0.047052,0.034481,0.098406,0.111804,0.048864,0.03778,4.110937,0.466437,3.642697,2.636217,0.099007,0.13917,0.024612,0.387511
398,0.064322,1,0.234844,0.068114,0.03776,0.109787,0.036557,0.054505,0.07695,0.092409,0.059147,2.363123,2.590335,3.587286,1.761177,0.089501,0.159726,0.061194,0.328239
399,0.072976,1,0.170523,0.115591,0.044834,0.053137,0.072427,0.065642,0.109468,0.069231,0.056628,1.659388,2.936346,2.250901,1.05147,0.107115,0.091931,0.070518,0.331786
400,0.028725,1,0.202172,0.05743,0.047911,0.042821,0.05144,0.080125,0.108487,0.090578,0.039819,1.3738,0.606755,0.700089,1.959626,0.155814,0.142005,0.045592,0.405115
401,0.053914,1,0.159926,0.090511,0.003278,0.102684,0.026573,0.053804,0.080826,0.0726,0.040543,2.594026,2.918663,3.226616,2.183152,0.094875,0.105914,0.058844,0.351732
402,0.031634,1,0.178584,0.060619,0.040139,0.096657,0.028047,0.050978,0.072552,0.041653,0.031163,4.175425,2.019362,3.335975,0.304955,0.085376,0.088053,0.034913,0.372428
403,0.045927,1,0.220197,0.12723,0.018266,0.054328,0.057175,0.050268,0.077293,0.079856,0.020688,3.73369,2.375376,4.246334,0.958666,0.12365,0.1428,0.066705,0.371071
404,0.032356,1,0.191985,0.086164,0.026707,0.040218,0.016986,0.095979,0.049878,0.089486,0.018085,3.910259,0.791897,1.990782,1.333007,0.133809,0.102592,0.078363,0.362698
405,0.042473,1,0.226917,0.107642,0.036045,0.080821,0.030503,0.105391,0.102752,0.051512,0.039132,4.161105,1.15855,4.084123,2.294264,0.1355,0.119614,0.088701,0.329436
406,0.052501,1,0.241922,0.071435,0.044306,0.039345,0.011022,0.061421,0.082523,0.102315,0.018942,1.571737,0.923807,0.874849,1.672529,0.102874,0.136206,0.029304,0.36088
407,0.053357,1,0.21689,0.092259,0.047577,0.07455,0.049485,0.076128,0.126882,0.050577,0.048288,3.530213,1.193689,2.650372,0.730937,0.11687,0.118772,0.06893,0.367821
408,0.027076,1,0.19525,0.083902,0.021273,0.067653,0.003011,0.117215,0.113607,0.079911,0.056683,3.048525,2.508181,2.369387,1.575862,0.088486,0.082425,0.080843,0.389617
409,0.056259,1,0.166426,0.064068,0.016445,0.049684,0.035114,0.107547,0.088428,0.04415,0.026284,0.651924,2.44038,0.901503,2.264261,0.121244,0.092286,0.055784,0.37549
410,0.103335,1,0.233039,0.101761,0.049828,0.040166,0.002038,0.122265,0.056574,0.075723,0.041893,2.506462,1.836834,4.476443,2.460737,0.108134,0.135025,0.054509,0.363048
411,0.044165,1,0.202996,0.106541,0.001932,0.032007,0.074136,0.105871,0.061942,0.092208,0.051998,3.814922,1.482485,1.466721,1.756899,0.146187,0.107017,0.034032,0.32727
412,0.055352,1,0.229918,0.108231,0.04733,0.09077,0.005126,0.111297,0.122736,0.058087,0.053245,2.533035,0.119616,1.083665,0.244006,0.09468,0.085432,0.043997,0.392057
413,0.104434,1,0.182323,0.116238,0.002017,0.070302,0.04503,0.100997,0.1264,0.077388,0.045847,3.564573,1.115198,2.334953,2.185393,0.124209,0.149936,0.06731,0.333812
414,0.038431,1,0.163805,0.1133,0.02618,0.055849,0.032471,0.09922,0.118503,0.035871,0.035647,0.610226,2.293614,3.048044,1.989961,0.137289,0.113292,0.037786,0.367465
415,0.057521,1,0.18581,0.081356,0.032173,0.092318,0.001387,0.050097,0.113969,0.07157,0.030302,0.333375,0.216866,2.959062,0.644445,0.13487,0.106866,0.088465,0.333752
416,0.068052,1,0.232851,0.082738,0.024257,0.079056,0.057606,0.057024,0.082654,0.093015,0.041493,0.4034,1.635424,3.039256,1.855515,0.124684,0.101466,0.077708,0.375112
417,0.054588,1,0.208384,0.059154,0.021358,0.05375,0.045385,0.113896,0.060584,0.042152,0.055578,2.412012,0.115596,0.885323,0.940765,0.155829,0.143409,0.05368,0.397616
418,0.06862,1,0.206218,0.125729,0.011091,0.062834,0.019974,0.103665,0.05128,0.094643,0.01974,1.972285,3.029324,4.00163,0.992298,0.110949,0.127454,0.053556,0.37804
419,0.11484,1,0.206716,0.089897,0.005686,0.104011,0.050324,0.052702,0.065121,0.096656,0.01364,1.746839,0.841511,1.195778,1.98284,0.096292,0.131117,0.053371,0.378367
420,0.050246,1,0.233867,0.053147,0.015728,0.111312,0.001039,0.054925,0.086505,0.079022,0.008288,1.077289,3.058744,1.176443,2.234178,0.160806,0.108056,0.050801,0.334752
421,0.039079,1,0.166977,0.134882,0.016528,0.030065,0.041496,0.083824,0.062894,0.037863,0.026164,0.449276,1.664226,0.676887,0.524053,0.105392,0.131194,0.049432,0.385015
422,0.033153,1,0.205729,0.098135,0.013291,0.105857,0.030529,0.068249,0.117136,0.057378,0.050297,0.27693,3.210068,0.710091,1.025703,0.123571,0.125092,0.019597,0.343821
423,0.0464,1,0.204985,0.073516,0.011809,0.067465,0.027869,0.062393,0.10645,0.033039,0.033277,2.768277,0.80233,3.761489,0.325833,0.130855,0.132522,0.048696,0.401474
424,0.099446,1,0.207843,0.094446,0.043773,0.03134,0.007984,0.051617,0.069923,0.094028,0.047809,1.012263,0.59089,0.829112,2.11089,0.140759,0.161134,0.04223,0.338639
425,0.03305,1,0.217301,0.085224,0.041321,0.03854,0.072873,0.107423,0.077909,0.105154,0.011761,0.671109,0.845955,1.799533,1.509536,0.151155,0.133461,0.028759,0.39811
426,0.113931,1,0.193305,0.133283,0.011303,0.043797,0.073055,0.100294,0.06862,0.086445,0.050808,2.609926,1.716614,2.558463,1.284778,0.156313,0.093325,0.043616,0.396525
427,0.047863,1,0.157602,0.064192,0.034893,0.076633,0.011001,0.08141,0.091256,0.033968,0.029952,1.43586,0.661912,1.069243,1.216999,0.138526,0.106789,0.034357,0.349269
428,0.056653,1,0.170354,0.109054,0.011315,0.089288,0.05629,0.048983,0.123865,0.106871,0.058026,0.766308,0.853338,2.913326,1.648741,0.163547,0.140081,0.02905,0.391022
429,0.102763,1,0.230426,0.129497,0.041731,0.041022,0.002891,0.052926,0.125805,0.056393,0.038007,2.482065,1.825057,3.913325,0.76455,0.117592,0.109341,0.082618,0.34608
430,0.051433,1,0.219517,0.053304,0.017421,0.046039,0.029212,0.121081,0.080302,0.07729,0.041415,1.497606,2.534476,1.825306,0.897402,0.0956,0.137598,0.048849,0.373462
431,0.076826,1,0.201217,0.070013,0.015254,0.074474,0.013892,0.074279,0.117043,0.064306,0.050692,1.730807,2.191667,4.069336,1.076011,0.106791,0.091346,0.082279,0.337644
432,0.046855,1,0.210973,0.066536,0.048864,0.103041,0.07359,0.067553,0.057001,0.086772,0.000425,3.837623,2.930976,4.46647,2.336328,0.110602,0.151394,0.094368,0.339407
433,0.039171,1,0.236949,0.120721,0.019801,0.078166,0.040526,0.062464,0.068969,0.031741,0.007996,3.211499,1.421318,0.979173,1.258922,0.096942,0.092029,0.095516,0.345542
434,0.074129,1,0.233209,0.091148,0.021836,0.095209,0.039076,0.122709,0.118766,0.098854,0.010596,1.649074,2.469957,1.860533,0.768683,0.112712,0.144067,0.09217,0.380355
435,0.02989,1,0.220106,0.097668,0.018924,0.037099,0.013941,0.048814,0.10089,0.097506,0.031831,3.682258,2.025471,2.782273,2.053827,0.112091,0.111912,0.018772,0.381337
436,0.030525,1,0.180092,0.140541,0.013749,0.036536,0.00297,0.060414,0.081585,0.096542,0.003119,1.997449,1.53753,1.215012,0.163808,0.117779,0.120303,0.037203,0.372465
437,0.028142,1,0.198426,0.080173,0.026822,0.057117,0.070225,0.078462,0.097077,0.060671,0.00135,3.405801,1.817771,1.180215,1.085031,0.164155,0.099759,0.041091,0.335444
438,0.033805,1,0.217125,0.094826,0.011942,0.103728,0.040319,0.06909,0.115604,0.039849,0.015911,2.477917,2.729003,3.604062,1.000155,0.147482,0.152055,0.023313,0.344178
439,0.110993,1,0.169222,0.123308,0.002189,0.102202,0.071432,0.088573,0.058443,0.086501,0.015831,1.191499,1.146222,1.511591,1.139504,0.162578,0.160541,0.033428,0.336398
